ID|name|个人网址|个人头像|身高|位置|体重|生日|球队|学校|选秀|出生地|本赛季薪金|合同|常规赛参加情况|季后赛参加情况
10150|达伦-科里森（Darren Collison）|http://g.hupu.com/nba/players/darrencollison-3384.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3384_646.jpg|1.83米/6尺0|PG（7号）|79公斤/175磅|1987-08-23|萨克拉门托国王|加州大学洛杉矶分校|2009年第1轮第21顺位|美国|479万美元|3年1504万，2014/7/13签，2017夏到期|5|3
10151|本-麦克勒摩（Ben McLemore）|http://g.hupu.com/nba/players/benmclemore-4826.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4826.jpg|1.96米/6尺5|SG（23号）|88公斤/195磅|1993-02-11|萨克拉门托国王|堪萨斯大学|2013年第1轮第7顺位|美国|302万美元|4年1308万，2013/7/13签，2017夏到期，15&amp;16夏球队选项|1|0
10152|尼克-斯陶斯卡斯（Nik Stauskas）|http://g.hupu.com/nba/players/nikstauskas-4939.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4939_203.png|1.98米/6尺6|SG（10号）|93公斤/205磅|1993-10-07|萨克拉门托国王|密歇根大学|2014年第1轮第8顺位|加拿大|274万美元|4年1241万，2014/7/9签，2018夏到期，16&amp;17夏球队选项|0|0
10153|雷吉-埃文斯（Reggie Evans）|http://g.hupu.com/nba/players/reggieevans-201.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/201.jpg|2.03米/6尺8|F/C（30号）|111公斤/245磅|1980-05-18|萨克拉门托国王|爱荷华大学||美国|176万美元|3年508万美元，2012/7/12签，2015夏到期|16|6
10154|莱恩-霍林斯（Ryan Hollins）|http://g.hupu.com/nba/players/ryanhollins-1268.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1268_829.png|2.13米/7尺0|C（5号）|109公斤/240磅|1984-10-10|萨克拉门托国王|加州大学洛杉矶分校|2006年第2轮第20顺位|美国|115万美元|1年底薪，2013/7/11签，2014夏到期|12|4
10155|欧米-卡斯比（Omri Casspi）|http://g.hupu.com/nba/players/omricasspi-3341.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3341_989.jpg|2.06米/6尺9|SF（18号）|102公斤/225磅|1988-06-22|萨克拉门托国王||2009年第1轮第23顺位|以色列|106万美元|2年200万，2013/7/16签，2015夏到期|5|0
10156|雷-麦卡勒姆（Ray McCallum）|http://g.hupu.com/nba/players/raymccallum-4827.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4827.jpg|1.91米/6尺3|PG（3号）|86公斤/190磅|1991-06-12|萨克拉门托国王|底特律大学|2013年第2轮第6顺位|美国|81万美元|3年228万，2013/7/18签，2016夏到期★15-16赛季无保障|1|0
10157|埃里克-莫兰（Eric Moreland）|http://g.hupu.com/nba/players/ericmoreland-4974.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4974_289.png|2.08米/6尺10|PF（25号）|99公斤/218磅|1991-12-24|萨克拉门托国王|俄勒冈州立大学||美国|||0|0
10158|凯文-杜兰特（Kevin Durant）|http://g.hupu.com/nba/players/kevindurant-1236.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1236.jpg|2.06米/6尺9|F（35号）|109公斤/240磅|1988-09-29|俄克拉荷马城雷霆|德克萨斯大学|2007年第1轮第2顺位|美国|1899万美元|5年8916万，2010/7/8签，2011夏生效，2016夏到期|7|5
10159|拉塞尔-威斯布鲁克（Russell Westbrook）|http://g.hupu.com/nba/players/russellwestbrook-3016.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3016.jpg|1.91米/6尺3|PG（0号）|91公斤/200磅|1988-11-12|俄克拉荷马城雷霆|加州大学洛杉矶分校|2008年第1轮第4顺位|美国|1571万美元|5年8000万美元，2012/1/20签，2012夏生效，2017夏到期|6|5
10160|赛尔吉-伊巴卡（Serge Ibaka）|http://g.hupu.com/nba/players/sergeibaka-3055.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3055.jpg|2.08米/6尺10|F/C（9号）|111公斤/245磅|1989-09-18|俄克拉荷马城雷霆||2008年第1轮第24顺位|刚果|1235万美元|4年4900万，2012/8/19签，2013夏生效，2017夏到期|5|5
10161|肯德里克-帕金斯（Kendrick Perkins）|http://g.hupu.com/nba/players/kendrickperkins-47.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/47.jpg|2.08米/6尺10|C（5号）|122公斤/270磅|1984-11-10|俄克拉荷马城雷霆||2003年第1轮第27顺位|美国|940万美元|4年3480万，2011/3/1签，2011夏生效，2015夏到期|13|8
10162|安东尼-莫罗（Anthony Morrow）|http://g.hupu.com/nba/players/anthonymorrow-3217.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3217_502.png|1.98米/6尺6|G/F（2号）|95公斤/210磅|1985-09-27|俄克拉荷马城雷霆|乔治亚理工大学||美国|310万美元|3年1000万，2014/7/17签，2017夏到期，2016夏球队选项|8|0
10163|尼克-科里森（Nick Collison）|http://g.hupu.com/nba/players/nickcollison-199.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/199.jpg|2.08米/6尺10|F/C（4号）|116公斤/255磅|1980-10-26|俄克拉荷马城雷霆|堪萨斯大学|2003年第1轮第12顺位|美国|224万美元|4年1100万，2010/11/24签，2011夏生效，2015夏到期|10|6
10164|杰里米-兰姆（Jeremy Lamb）|http://g.hupu.com/nba/players/jeremylamb-3649.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3649_454.jpg|1.96米/6尺5|G/F（11号）|84公斤/185磅|1992-05-30|俄克拉荷马城雷霆|康涅狄格大学|2012年第1轮第12顺位|美国|220万美元|4年936万，2012/7/27签，2016夏到期，2015夏球队选项|2|1
10165|雷吉-杰克逊（Reggie Jackson）|http://g.hupu.com/nba/players/reggiejackson-3577.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3577.jpg|1.91米/6尺3|G（15号）|94公斤/208磅|1990-04-16|俄克拉荷马城雷霆|波士顿学院|2011年第1轮第24顺位|意大利|220万美元|4年605万美元，2011/12/11签，2015夏到期|3|2
10166|史蒂文-亚当斯（Steven Adams）|http://g.hupu.com/nba/players/stevenadams-4829.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4829.jpg|2.13米/7尺0|C（12号）|116公斤/255磅|1993-07-20|俄克拉荷马城雷霆|匹兹堡大学|2013年第1轮第12顺位|新西兰|218万美元|4年969万，2013/7/12签，2017夏到期，15&amp;16夏球队选项|1|1
10167|米奇-麦加里（Mitch McGary）|http://g.hupu.com/nba/players/mitchmcgary-4929.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4929_306.png|2.08米/6尺10|PF（33号）|116公斤/255磅|1992-06-06|俄克拉荷马城雷霆|密歇根大学|2014年第1轮第21顺位|美国|140万美元|4年682万，2014/7/6签，2018夏到期，16&amp;17夏球队选项|0|0
10168|塞巴斯蒂安-特尔菲尔（Sebastian Telfair）|http://g.hupu.com/nba/players/sebastiantelfair-500.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/500_154.png|1.83米/6尺0|PG（31号）|77公斤/170磅|1985-06-09|俄克拉荷马城雷霆||2004年第1轮第13顺位|美国|131万美元|1年底薪，2014/7/16签，2015夏到期|13|0
10169|安德烈-罗伯森（Andre Roberson）|http://g.hupu.com/nba/players/andreroberson-4830.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4830.jpg|2.01米/6尺7|F（21号）|95公斤/210磅|1991-12-04|俄克拉荷马城雷霆|科罗拉多大学|2013年第1轮第26顺位|美国|116万美元|4年566万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|1
10170|佩里-琼斯（Perry Jones）|http://g.hupu.com/nba/players/perryjones-3665.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3665.jpg|2.11米/6尺11|F（3号）|107公斤/235磅|1991-09-24|俄克拉荷马城雷霆|贝勒大学|2012年第1轮第28顺位|美国|112万美元|4年528万，2012/7/7签，2016夏到期，2015夏球队选项|2|2
10171|兰斯-托马斯（Lance Thomas）|http://g.hupu.com/nba/players/lancethomas-3619.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3619_271.jpg|2.03米/6尺8|F（42号）|102公斤/225磅|1988-04-24|俄克拉荷马城雷霆|杜克大学||美国|88万美元|2年底薪，2013/8/21签，2015夏到期★部分保障合同|3|0
10172|格兰特-杰雷特（Grant Jerrett）|http://g.hupu.com/nba/players/grantjerrett-4831.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4831_924.jpg|2.08米/6尺10|PF（7号）|105公斤/232磅|1993-07-08|俄克拉荷马城雷霆|亚利桑那大学|2013年第2轮第10顺位|美国||受限自由球员|0|0
10173|泰-劳森（Ty Lawson）|http://g.hupu.com/nba/players/tylawson-3337.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3337.jpg|1.8米/5尺11|PG（3号）|88公斤/195磅|1987-11-03|丹佛掘金|北卡罗莱纳大学|2009年第1轮第18顺位|美国|1159万美元|4年4800万，2012/10/31签，2013夏生效，2017夏到期|5|4
10174|贾维尔-麦基（JaVale McGee）|http://g.hupu.com/nba/players/javalemcgee-3038.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3038.jpg|2.13米/7尺0|C（34号）|114公斤/252磅|1988-01-19|丹佛掘金|内华达大学|2008年第1轮第18顺位|美国|1125万美元|4年4400万，2012/7/19签，2016夏到期|8|2
10175|达尼罗-加里纳利（Danilo Gallinari）|http://g.hupu.com/nba/players/danilogallinari-3018.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3018_632.jpg|2.08米/6尺10|SF（8号）|102公斤/225磅|1988-08-08|丹佛掘金||2008年第1轮第6顺位|意大利|1085万美元|4年4200万美元，2012/1/26签，2012夏生效，2016夏到期|7|2
10176|阿隆-阿弗拉罗（Arron Afflalo）|http://g.hupu.com/nba/players/arronafflalo-1360.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1360_580.jpg|1.96米/6尺5|G/F（10号）|98公斤/215磅|1985-10-15|丹佛掘金|加州大学洛杉矶分校|2007年第1轮第27顺位|美国|775万美元|5年4300万美元，2011/12/20签，2016夏到期，2015夏球员选项|7|5
10177|威尔森-钱德勒（Wilson Chandler）|http://g.hupu.com/nba/players/wilsonchandler-1424.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1424.jpg|2.03米/6尺8|G/F（21号）|102公斤/225磅|1987-05-10|丹佛掘金|德保罗大学|2007年第1轮第23顺位|美国|675万美元|5年3172万美元，2012/3/19签，2016夏到期★15-16赛季只有200万受保障|9|2
10178|JJ-希克森（J.J. Hickson）|http://g.hupu.com/nba/players/jjhickson-3057.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3057_545.jpg|2.06米/6尺9|F/C（7号）|110公斤/242磅|1988-09-04|丹佛掘金|北卡罗来纳州立大学|2008年第1轮第19顺位|美国|538万美元|3年1614万，2013/7/11签，2016夏到期|8|1
10179|季莫费-莫兹戈夫（Timofey Mozgov）|http://g.hupu.com/nba/players/timofeymozgov-3509.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3509_369.jpg|2.16米/7尺1|C（25号）|113公斤/250磅|1986-07-16|丹佛掘金|||苏联|465万美元|3年1400万，2013/7/27签，2016夏到期，2015夏球队选项|6|1
10180|达雷尔-亚瑟（Darrell Arthur）|http://g.hupu.com/nba/players/darrellarthur-3024.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3024_745.jpg|2.06米/6尺9|F/C（00号）|102公斤/225磅|1988-03-25|丹佛掘金|堪萨斯大学|2008年第1轮第27顺位|美国|345万美元|3年900万，2012/7/14签，2015夏到期|5|2
10181|兰迪-弗耶（Randy Foye）|http://g.hupu.com/nba/players/randyfoye-1215.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1215_491.jpg|1.93米/6尺4|G（4号）|97公斤/213磅|1983-09-24|丹佛掘金|维拉诺瓦大学|2006年第1轮第7顺位|美国|313万美元|3年940万，2013/7/10签，2016夏到期|8|1
10182|阿隆佐-基（Alonzo Gee）|http://g.hupu.com/nba/players/alonzogee-3425.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3425_980.jpg|1.98米/6尺6|G/F（1号）|102公斤/225磅|1987-05-29|丹佛掘金|阿拉巴马大学||美国|300万美元|3年1000万，2012/9/11签，2015夏到期★14-15赛季部分保障|8|0
10183|肯尼思-法里德（Kenneth Faried）|http://g.hupu.com/nba/players/kennethfaried-3575.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3575_229.jpg|2.03米/6尺8|PF（35号）|103公斤/228磅|1989-11-19|丹佛掘金|摩海德州立大学|2011年第1轮第22顺位|美国|224万美元|4年642万美元，2011/12/10签，2015夏到期|3|2
10184|内特-罗宾逊（Nate Robinson）|http://g.hupu.com/nba/players/naterobinson-1030.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1030_707.jpg|1.75米/5尺9|G（5号）|82公斤/180磅|1984-05-31|丹佛掘金|华盛顿大学|2005年第1轮第21顺位|美国|210万美元|2年412万，2013/7/26签，2015夏到期|13|3
10185|优素福-努尔基奇（Jusuf Nurkic）|http://g.hupu.com/nba/players/jusufnurkic-4941.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4941_384.png|2.11米/6尺11|C（23号）|127公斤/280磅|1994-08-23|丹佛掘金||2014年第1轮第16顺位|波斯尼亚|176万美元|四年847万，2016-17、2017-18球队选项，2018年夏天到期|0|0
10186|加里-哈里斯（Gary Harris）|http://g.hupu.com/nba/players/garyharris-4942.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4942_434.jpg|1.93米/6尺4|SG（14号）|95公斤/210磅|1994-09-14|丹佛掘金|密歇根州立大学|2014年第1轮第19顺位|美国|151万美元|4年731万，2014/7/10签，2018夏到期，16&amp;17夏球队选项|0|0
10187|昆西-米勒（Quincy Miller）|http://g.hupu.com/nba/players/quincymiller-3675.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3675.jpg|2.06米/6尺9|SF（30号）|95公斤/210磅|1992-11-18|丹佛掘金|贝勒大学|2012年第2轮第8顺位|美国|91万美元|3年217万，2012/9/7签，2015夏到期★部分保障合同|2|0
10188|埃里克-格林（Erick Green）|http://g.hupu.com/nba/players/erickgreen-4975.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4975_386.jpg|1.93米/6尺4|G（11号）|84公斤/185磅|1991-05-09|丹佛掘金|Virginia Tech|2013年第2轮第16顺位|美国|||0|0
10189|戈登-海沃德（Gordon Hayward）|http://g.hupu.com/nba/players/gordonhayward-3457.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3457.jpg|2.03米/6尺8|G/F（20号）|102公斤/225磅|1990-03-23|犹他爵士|巴特勒大学|2010年第1轮第9顺位|美国|1474万美元|4年6296万，2014/7/10签，2018夏到期，2017夏球员选项|4|1
10190|德里克-费弗斯（Derrick Favors）|http://g.hupu.com/nba/players/derrickfavors-3451.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3451.jpg|2.08米/6尺10|F/C（15号）|119公斤/262磅|1991-07-15|犹他爵士|乔治亚理工大学|2010年第1轮第3顺位|美国|1295万美元|4年4800万，2013/10/20签，2014夏生效，2018夏到期|6|1
10191|埃内斯-坎特（Enes Kanter）|http://g.hupu.com/nba/players/eneskanter-3556.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3556.jpg|2.11米/6尺11|C（0号）|111公斤/245磅|1992-05-20|犹他爵士|肯塔基大学|2011年第1轮第3顺位|瑞士|569万美元|4年1934万美元，2011/12/12签，2015夏到期|3|1
10192|特雷沃-布克（Trevor Booker）|http://g.hupu.com/nba/players/trevorbooker-3471.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3471_970.jpg|2.03米/6尺8|PF（33号）|104公斤/230磅|1987-11-25|犹他爵士|克莱姆森大学|2010年第1轮第23顺位|美国|500万美元|2年1000万，2014/7/22签，2016夏到期|4|1
