ID|name|个人网址|个人头像|身高|位置|体重|生日|球队|学校|选秀|出生地|本赛季薪金|合同|常规赛参加情况|季后赛参加情况
10408|乔治-希尔（George Hill）|http://g.hupu.com/nba/players/georgehill-3180.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3180.jpg|1.91米/6尺3|G（3号）|87公斤/192磅|1986-05-04|印第安纳步行者|普度联合大学印第安纳波利斯分校|2008年第1轮第26顺位|美国|800万美元|5年4000万，2012/7/14签，2017夏到期|6|6
10409|路易斯-斯科拉（Luis Scola）|http://g.hupu.com/nba/players/luisscola-1443.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/1443_120.jpg|2.06米/6尺9|F/C（4号）|109公斤/240磅|1980-04-30|印第安纳步行者||2002年第2轮第27顺位|阿根廷|486万美元|3年1300万，2012/7/16签，2015夏到期★14-15赛季薪金只有94万受保障|7|3
10410|CJ-迈尔斯（C.J. Miles）|http://g.hupu.com/nba/players/cjmiles-1051.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1051_880.jpg|1.98米/6尺6|G/F（0号）|102公斤/225磅|1987-03-18|印第安纳步行者||2005年第2轮第4顺位|美国|420万美元|4年1800万，2014/7/11签，2018夏到期，2017夏球员选项|9|4
10411|伊安-马辛米（Ian Mahinmi）|http://g.hupu.com/nba/players/ianmahinmi-1446.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1446.jpg|2.11米/6尺11|C（28号）|116公斤/255磅|1986-11-05|印第安纳步行者||2005年第1轮第28顺位|法国|400万美元|4年1600万，2012/7/13签，2016夏到期|6|5
10412|克里斯-科普兰（Chris Copeland）|http://g.hupu.com/nba/players/chriscopeland-3704.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3704_723.jpg|2.03米/6尺8|F（22号）|104公斤/230磅|1984-03-17|印第安纳步行者|科罗拉多大学||美国|313万美元|2年610万，2013/7/14签，2015夏到期|2|2
10413|CJ-沃特森（C.J. Watson）|http://g.hupu.com/nba/players/cjwatson-1464.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1464_592.jpg|1.88米/6尺2|PG（32号）|79公斤/175磅|1984-04-17|印第安纳步行者|田纳西大学||美国|210万美元|2年412万，2013/7/11签，2015夏到期|7|4
10414|所罗门-希尔（Solomon Hill）|http://g.hupu.com/nba/players/solomonhill-4800.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4800_519.jpg|2.01米/6尺7|SF（44号）|102公斤/225磅|1991-03-18|印第安纳步行者|亚利桑那大学|2013年第1轮第23顺位|美国|130万美元|4年621万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|1
10415|罗德尼-斯塔基（Rodney Stuckey）|http://g.hupu.com/nba/players/rodneystuckey-1358.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1358.jpg|1.96米/6尺5|G（2号）|95公斤/210磅|1986-04-21|印第安纳步行者|东华盛顿大学|2007年第1轮第15顺位|美国|122万美元|1年底薪，2014/7/21签，2015夏到期|7|2
10416|达米扬-鲁代日（Damjan Rudez）|http://g.hupu.com/nba/players/damjanrudez-4968.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4968_681.png|2.08米/6尺10|PF（9号）|104公斤/230磅|1986-06-17|印第安纳步行者|||南斯拉夫|110万美元|3年350万，2014/7/11签，2017夏到期，2016夏球队选项|0|0
10417|克里斯-辛格尔顿（Chris Singleton）|http://g.hupu.com/nba/players/chrissingleton-3571.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3571_175.jpg|2.06米/6尺9|SF（45号）|103公斤/228磅|1989-11-21|印第安纳步行者|佛罗里达州立大学|2011年第1轮第18顺位|美国|95万美元|4年741万美元，2011/12/11签，2015夏到期，2014夏球队选项|3|0
10418|唐纳德-斯隆（Donald Sloan）|http://g.hupu.com/nba/players/donaldsloan-3616.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3616_497.jpg|1.91米/6尺3|G（15号）|95公斤/210磅|1988-01-15|印第安纳步行者|德克萨斯农机大学||美国|94万美元|2年底薪，2013/7/3签，2015夏到期★无保障合同|8|1
10419|拉沃伊-阿伦（Lavoy Allen）|http://g.hupu.com/nba/players/lavoyallen-3603.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3603_348.jpg|2.06米/6尺9|F/C（5号）|118公斤/260磅|1989-02-04|印第安纳步行者|天普大学|2011年第2轮第20顺位|美国|91万美元|1年底薪，2014/7/11签，2015夏到期|5|2
10420|阿林兹-努阿库（Arinze Onuaku）|http://g.hupu.com/nba/players/arinzeonuaku-4783.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4783_848.jpg|2.08米/6尺10|PF（33号）|125公斤/275磅|1987-07-13|印第安纳步行者|雪城大学||美国|49万美元|2年底薪，2013/8/21签，2015夏到期★部分保障合同|3|0
10421|阿多尼斯-托马斯（Adonis Thomas）|http://g.hupu.com/nba/players/adonisthomas-4893.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4893_477.jpg|2.01米/6尺7|SF（1号）|109公斤/240磅|1993-03-25|印第安纳步行者|孟菲斯大学||美国|5万美元|10天合同，2014/2/24签|3|0
10422|谢恩-惠廷顿（Shayne Whittington）|http://g.hupu.com/nba/players/shaynewhittington-4980.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4980_793.png|2.11米/6尺11|C（42号）|113公斤/250磅|1991-03-27|印第安纳步行者|Western Michigan||美国|||0|0
10423|CJ-费尔（C.J. Fair）|http://g.hupu.com/nba/players/cjfair-4989.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4989_593.jpg|2.03米/6尺8|PF（6号）|98公斤/215磅|1991-09-13|印第安纳步行者|雪城大学||美国|||0|0
10424|德里克-罗斯（Derrick Rose）|http://g.hupu.com/nba/players/derrickrose-3010.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3010.jpg|1.91米/6尺3|PG（1号）|86公斤/190磅|1988-10-04|芝加哥公牛|孟菲斯大学|2008年第1轮第1顺位|美国|1886万美元|5年8916万美元，2011/12/23签，2012夏生效，2017夏到期|5|4
10425|乔金-诺阿（Joakim Noah）|http://g.hupu.com/nba/players/joakimnoah-1222.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1222.jpg|2.11米/6尺11|F/C（13号）|105公斤/232磅|1985-02-25|芝加哥公牛|佛罗里达大学|2007年第1轮第9顺位|美国|1270万美元|5年6000万，2010/10/4签，2016夏到期|7|6
10426|泰-吉布森（Taj Gibson）|http://g.hupu.com/nba/players/tajgibson-3357.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3357.jpg|2.06米/6尺9|F/C（22号）|102公斤/225磅|1985-06-24|芝加哥公牛|南加利福尼亚大学|2009年第1轮第26顺位|美国|800万美元|4年3800万，2012/11/1签，2013夏生效，2017夏到期|5|5
10427|保罗-加索尔（Pau Gasol）|http://g.hupu.com/nba/players/paugasol-15.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/15_795.jpg|2.13米/7尺0|F/C（16号）|125公斤/275磅|1980-07-06|芝加哥公牛||2001年第1轮第3顺位|西班牙|712万美元|3年2234万，2014/7/19签，2017夏到期|15|9
10428|尼古拉-米罗蒂奇（Nikola Mirotic）|http://g.hupu.com/nba/players/nikolamirotic-4970.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4970_396.jpg|2.08米/6尺10|F（44号）|100公斤/220磅|1991-02-01|芝加哥公牛||2011年第1轮第23顺位|南斯拉夫|530万美元|3年1660万，2014/7/19签，2017夏到期|0|0
10429|迈克-邓利维（Mike Dunleavy）|http://g.hupu.com/nba/players/mikedunleavy-207.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/207_812.jpg|2.06米/6尺9|G/F（34号）|104公斤/230磅|1980-09-15|芝加哥公牛|杜克大学|2002年第1轮第3顺位|美国|332万美元|2年651万，2013/7/10签，2015夏到期|14|3
10430|柯克-辛里奇（Kirk Hinrich）|http://g.hupu.com/nba/players/kirkhinrich-324.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/324.jpg|1.93米/6尺4|G（12号）|86公斤/190磅|1981-01-02|芝加哥公牛|堪萨斯大学|2003年第1轮第7顺位|美国|273万美元|2年560万，2014/7/22签，2016夏到期，2015夏球员选项|13|9
10431|道格-麦克德莫特（Doug McDermott）|http://g.hupu.com/nba/players/dougmcdermott-4927.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4927_958.jpg|2.03米/6尺8|SF（3号）|102公斤/225磅|1992-01-03|芝加哥公牛|克雷顿大学|2014年第1轮第11顺位|美国|227万美元|4年1043万，2014/7/23签，2018夏到期，16&amp;17夏球队选项|0|0
10432|吉米-巴特勒（Jimmy Butler）|http://g.hupu.com/nba/players/jimmybutler-3583.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3583_192.jpg|2.01米/6尺7|G/F（21号）|100公斤/220磅|1989-09-14|芝加哥公牛|马奎特大学|2011年第1轮第30顺位|美国|200万美元|4年541万美元，2011/12/12签，2015夏到期|3|3
10433|托尼-斯内尔（Tony Snell）|http://g.hupu.com/nba/players/tonysnell-4784.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4784.jpg|2.01米/6尺7|G/F（20号）|91公斤/200磅|1991-11-10|芝加哥公牛|新墨西哥大学|2013年第1轮第20顺位|美国|147万美元|4年678万，2013/7/10签，2017夏到期，15&amp;16夏球队选项|1|1
10434|纳兹尔-穆罕默德（Nazr Mohammed）|http://g.hupu.com/nba/players/nazrmohammed-984.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/984.jpg|2.08米/6尺10|C（48号）|113公斤/250磅|1977-09-05|芝加哥公牛|肯塔基大学|1998年第1轮第29顺位|美国|140万美元|1年底薪，2013/7/11签，2014夏到期|26|10
10435|伊托万-摩尔（E&#039;Twaun Moore）|http://g.hupu.com/nba/players/etwaunmoore-3608.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3608_781.jpg|1.93米/6尺4|G（55号）|87公斤/191磅|1989-02-25|芝加哥公牛|普渡大学|2011年第2轮第25顺位|美国|88万美元|2年底薪，2012/9/7签，2014夏到期★无保障合同|3|1
10436|阿隆-布鲁克斯（Aaron Brooks）|http://g.hupu.com/nba/players/aaronbrooks-1388.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1388_873.jpg|1.83米/6尺0|PG（0号）|73公斤/161磅|1985-01-14|芝加哥公牛|俄勒冈大学|2007年第1轮第26顺位|美国|88万美元|1年底薪，2013/7/18签，2014夏到期|12|3
10437|卡梅伦-贝尔斯托（Cameron Bairstow）|http://g.hupu.com/nba/players/cameronbairstow-4928.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4928_166.jpg|2.06米/6尺9|PF（41号）|113公斤/250磅|1990-12-07|芝加哥公牛|新墨西哥大学|2014年第2轮第19顺位|澳大利亚|50万美元|3年底薪，2014/7/22签，2017夏到期★无保障合同|0|0
10438|拉里-桑德斯（Larry Sanders）|http://g.hupu.com/nba/players/larrysanders-3463.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3463.jpg|2.11米/6尺11|F/C（8号）|104公斤/230磅|1988-11-21|密尔沃基雄鹿|弗吉尼亚大学|2010年第1轮第15顺位|美国|1100万美元|4年4400万，2013/8/21签，2014夏生效，2018夏到期|4|1
10439|OJ-梅奥（O.J. Mayo）|http://g.hupu.com/nba/players/ojmayo-3012.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3012_700.jpg|1.96米/6尺5|G（00号）|91公斤/200磅|1987-11-05|密尔沃基雄鹿|南加利福尼亚大学|2008年第1轮第3顺位|美国|800万美元|3年2400万，2013/7/13签，2016夏到期|6|2
10440|艾森-伊利亚索瓦（Ersan Ilyasova）|http://g.hupu.com/nba/players/ersanilyasova-1141.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1141.jpg|2.08米/6尺10|F（7号）|107公斤/235磅|1987-05-15|密尔沃基雄鹿||2005年第2轮第6顺位|土耳其|790万美元|5年4000万，2012/7/12签，2017夏到期★16-17赛季薪金只有40万受保障|6|2
10441|扎扎-帕楚里亚（Zaza Pachulia）|http://g.hupu.com/nba/players/zazapachulia-1103.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/1103_787.jpg|2.11米/6尺11|C（27号）|122公斤/270磅|1984-02-10|密尔沃基雄鹿||2003年第2轮第13顺位|苏联|520万美元|3年1560万，2013/7/17签，2016夏到期|11|4
10442|贾巴里-帕克（Jabari Parker）|http://g.hupu.com/nba/players/jabariparker-4914.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4914_252.png|2.03米/6尺8|SF（12号）|109公斤/240磅|1995-03-15|密尔沃基雄鹿|杜克大学|2014年第1轮第2顺位|美国|493万美元|4年3109万，2014/7/10签，2018夏到期，16&amp;17夏球队选项|0|0
10443|贾里德-杜德利（Jared Dudley）|http://g.hupu.com/nba/players/jareddudley-1395.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1395_457.jpg|2.01米/6尺7|G/F（9号）|102公斤/225磅|1985-07-10|密尔沃基雄鹿|波士顿学院|2007年第1轮第22顺位|美国|425万美元|5年2150万，2011/1/11签，2016夏到期，2015夏提前终止合同选项|9|2
10444|布兰登-奈特（Brandon Knight）|http://g.hupu.com/nba/players/brandonknight-3561.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3561_270.jpg|1.91米/6尺3|G（11号）|86公斤/189磅|1991-12-02|密尔沃基雄鹿|肯塔基大学|2011年第1轮第8顺位|美国|355万美元|4年1201万美元，2011/12/10签，2015夏到期|3|0
10445|杰里-贝勒斯（Jerryd Bayless）|http://g.hupu.com/nba/players/jerrydbayless-3011.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3011_826.png|1.91米/6尺3|G（19号）|91公斤/200磅|1988-08-20|密尔沃基雄鹿|亚利桑那大学|2008年第1轮第11顺位|美国|313万美元|2年613万，2012/7/14签，2014夏到期|10|3
10446|约翰-亨森（John Henson）|http://g.hupu.com/nba/players/johnhenson-3651.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3651.jpg|2.11米/6尺11|F/C（31号）|104公斤/230磅|1990-12-28|密尔沃基雄鹿|北卡罗莱纳大学|2012年第1轮第14顺位|美国|198万美元|4年866万，2012/7/11签，2016夏到期，2015夏球队选项|2|1
10447|扬尼斯-阿德托昆博（Giannis Antetokounmpo）|http://g.hupu.com/nba/players/giannisantetokounmpo-4802.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4802_770.jpg|2.11米/6尺11|G/F（34号）|98公斤/217磅|1994-12-06|密尔沃基雄鹿||2013年第1轮第15顺位|希腊|187万美元|4年861万，2013/7/30签，2017夏到期，15&amp;16夏球队选项|1|0
10448|肯德尔-马绍尔（Kendall Marshall）|http://g.hupu.com/nba/players/kendallmarshall-3650.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3650_283.jpg|1.93米/6尺4|PG（5号）|91公斤/200磅|1991-08-19|密尔沃基雄鹿|北卡罗莱纳大学|2012年第1轮第13顺位|美国|91万美元|2年底薪，2013/12/20签，2015夏到期|2|0
10449|克里斯-米德尔顿（Khris Middleton）|http://g.hupu.com/nba/players/khrismiddleton-3676.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3676_666.jpg|2.01米/6尺7|F（22号）|102公斤/225磅|1991-08-12|密尔沃基雄鹿|德克萨斯农机大学|2012年第2轮第9顺位|美国|91万美元|3年底薪，2012/8/16签，2015夏到期★14-15赛季无保障|2|0
10450|内特-沃尔特斯（Nate Wolters）|http://g.hupu.com/nba/players/natewolters-4803.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4803_122.jpg|1.93米/6尺4|PG（6号）|86公斤/190磅|1991-05-15|密尔沃基雄鹿|南达科他大学|2013年第2轮第8顺位|美国|81万美元|3年226万，2013/7/31签，2016夏到期★15-16赛季无保障|1|0
10451|达米安-安格利斯（Damien Inglis）|http://g.hupu.com/nba/players/damieninglis-4915.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4915_528.png|2.03米/6尺8|SF（17号）|102公斤/225磅|1995-05-20|密尔沃基雄鹿||2014年第2轮第1顺位|法国||未签约新秀|0|0
10452|约翰尼-奥布莱恩特三世（Johnny O&#039;Bryant III）|http://g.hupu.com/nba/players/johnnyobryantiii-4916.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4916_736.jpg|2.06米/6尺9|PF（3号）|120公斤/265磅|1993-06-01|密尔沃基雄鹿|路易斯安那州立大学|2014年第2轮第6顺位|美国||未签约新秀|0|0
10453|Micheal Eric（Micheal Eric）|http://g.hupu.com/nba/players/michealeric-5020.html||2.11米/6尺11|F/C（50号）|109公斤/240磅|1988-06-24|密尔沃基雄鹿|天普大学||尼日利亚|||0|0
10454|约什-史密斯（Josh Smith）|http://g.hupu.com/nba/players/joshsmith-502.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/502_872.jpg|2.06米/6尺9|F（6号）|102公斤/225磅|1985-12-05|底特律活塞||2004年第1轮第17顺位|美国|1350万美元|4年5600万，2013/7/10签，2017夏到期|10|6
10455|布兰登-詹宁斯（Brandon Jennings）|http://g.hupu.com/nba/players/brandonjennings-3307.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3307_571.jpg|1.85米/6尺1|PG（7号）|77公斤/169磅|1989-09-23|底特律活塞||2009年第1轮第10顺位|美国|800万美元|3年2400万，2013/7/31签，2016夏到期|5|2
10456|约迪-米克斯（Jodie Meeks）|http://g.hupu.com/nba/players/jodiemeeks-3369.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3369_294.jpg|1.93米/6尺4|SG（20号）|95公斤/210磅|1987-08-21|底特律活塞|肯塔基大学|2009年第2轮第11顺位|美国|600万美元|3年1881万，2014/7/15签，2017夏到期|7|3
10457|格雷格-门罗（Greg Monroe）|http://g.hupu.com/nba/players/gregmonroe-3455.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3455.jpg|2.11米/6尺11|F/C（10号）|113公斤/250磅|1990-06-04|底特律活塞|乔治城大学|2010年第1轮第7顺位|美国|548万美元|一年548万，2015年夏天到期|4|0
10458|约纳斯-杰雷布科（Jonas Jerebko）|http://g.hupu.com/nba/players/jonasjerebko-3360.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3360.jpg|2.08米/6尺10|F（33号）|105公斤/231磅|1987-03-02|底特律活塞||2009年第2轮第9顺位|瑞典|450万美元|4年1600万美元，2011/12/10签，2015夏到期|4|0
10459|卡隆-巴特勒（Caron Butler）|http://g.hupu.com/nba/players/caronbutler-1064.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1064_720.jpg|2.01米/6尺7|SF（31号）|98公斤/217磅|1980-03-13|底特律活塞|康涅狄格大学|2002年第1轮第10顺位|美国|450万美元|两年900万，2015-16赛季部分保障，2016年夏天到期|16|7
10460|乔尔-安东尼（Joel Anthony）|http://g.hupu.com/nba/players/joelanthony-1440.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1440.jpg|2.06米/6尺9|F/C（50号）|111公斤/245磅|1982-08-09|底特律活塞|内华达大学拉斯维加斯分校||加拿大|380万美元|5年1800万，2010/7/16签，2015夏到期|9|5
10461|DJ-奥古斯丁（D.J. Augustin）|http://g.hupu.com/nba/players/djaugustin-3021.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3021_896.jpg|1.83米/6尺0|PG（14号）|83公斤/183磅|1987-11-10|底特律活塞|德克萨斯大学|2008年第1轮第9顺位|美国|300万美元|两年600万，2016年夏天到期|8|3
10462|肯塔维厄斯-考德威尔-波普（Kentavious Caldwell-Pope）|http://g.hupu.com/nba/players/kentaviouscaldwellpope-4790.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4790.jpg|1.96米/6尺5|SG（5号）|93公斤/205磅|1993-02-18|底特律活塞|乔治亚大学|2013年第1轮第8顺位|美国|277万美元|4年1199万，2013/7/20签，2017夏到期，15&amp;16夏球队选项|1|0
10463|安德烈-德拉蒙德（Andre Drummond）|http://g.hupu.com/nba/players/andredrummond-3646.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3646.jpg|2.11米/6尺11|F/C（0号）|127公斤/279磅|1993-08-10|底特律活塞|康涅狄格大学|2012年第1轮第9顺位|美国|256万美元|4年1066万，2012/7/11签，2016夏到期，2015夏球队选项|2|0
10464|路易吉-达托梅（Luigi Datome）|http://g.hupu.com/nba/players/luigidatome-4794.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4794.jpg|2.03米/6尺8|G/F（13号）|98公斤/215磅|1987-11-27|底特律活塞|||意大利|175万美元|2年350万，2013/7/15签，2015夏到期|1|0
10465|阿隆-格雷（Aaron Gray）|http://g.hupu.com/nba/players/aarongray-1252.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1252_127.png|2.13米/7尺0|C（34号）|122公斤/270磅|1984-12-07|底特律活塞|匹兹堡大学|2007年第2轮第19顺位|美国|123万美元|2年260万，2015-16赛季球队选项，2016夏到期|11|2
10466|凯尔-辛格勒（Kyle Singler）|http://g.hupu.com/nba/players/kylesingler-3587.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3587.jpg|2.03米/6尺8|G/F（25号）|103公斤/228磅|1988-05-04|底特律活塞|杜克大学|2011年第2轮第3顺位|美国|109万美元|3年313万，2012/7/12签，2015夏到期|2|0
10467|托尼-米切尔（Tony Mitchell）|http://g.hupu.com/nba/players/tonymitchell-4730.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4730.jpg|2.06米/6尺9|F（9号）|107公斤/235磅|1992-04-07|底特律活塞|北德克萨斯大学|2013年第2轮第7顺位|美国|81万美元|3年226万，2013/7/20签，2016夏到期★15-16赛季无保障|1|0
10468|斯潘瑟-丁威迪（Spencer Dinwiddie）|http://g.hupu.com/nba/players/spencerdinwiddie-4955.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4955_773.jpg|1.98米/6尺6|PG（8号）|91公斤/200磅|1993-04-06|底特律活塞|科罗拉多大学|2014年第2轮第8顺位|美国|70万美元|三年253万，2016-17赛季部分保障，2017年夏到期·|0|0
10469|卡蒂尔-马丁（Cartier Martin）|http://g.hupu.com/nba/players/cartiermartin-3222.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3222_315.jpg|2.01米/6尺7|G/F（35号）|100公斤/220磅|1984-11-20|底特律活塞|堪萨斯州立大学||美国|5万美元|10天合同，2014/1/11签|10|1
10470|勒布朗-詹姆斯（LeBron James）|http://g.hupu.com/nba/players/lebronjames-650.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/650_375.jpg|2.03米/6尺8|F（23号）|113公斤/250磅|1984-12-30|克利夫兰骑士||2003年第1轮第1顺位|美国|2064万美元|2年4210万美元，2014/7/13签，2016夏到期，2015夏球员选项|11|9
10471|凯文-乐福（Kevin Love）|http://g.hupu.com/nba/players/kevinlove-3004.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3004_720.png|2.08米/6尺10|F/C（0号）|110公斤/243磅|1988-09-07|克利夫兰骑士|加州大学洛杉矶分校|2008年第1轮第5顺位|美国|1571万美元|4年6082万美元，2012/1/26签，2012夏生效，2016夏到期，2015夏提前结束合同选项|6|0
10472|安德森-瓦莱乔（Anderson Varejao）|http://g.hupu.com/nba/players/andersonvarejao-659.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/659_581.jpg|2.11米/6尺11|F/C（17号）|121公斤/267磅|1982-09-28|克利夫兰骑士||2004年第2轮第1顺位|巴西|970万美元|6年4820万，2009/7/10签，2015夏到期★合同包括5%交易保证金★14-15赛季薪金只有400万受保障|10|5
10473|凯里-欧文（Kyrie Irving）|http://g.hupu.com/nba/players/kyrieirving-3554.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3554_592.jpg|1.91米/6尺3|G（2号）|88公斤/193磅|1992-03-23|克利夫兰骑士|杜克大学|2011年第1轮第1顺位|澳大利亚|707万美元|4年2402万美元，2011/12/10签，2015夏到期【续约】5年9000万，2014/7/11签，2015夏生效，2020夏到期|3|0
10474|特里斯坦-汤普森（Tristan Thompson）|http://g.hupu.com/nba/players/tristanthompson-3557.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3557_176.jpg|2.06米/6尺9|F/C（13号）|108公斤/238磅|1991-03-13|克利夫兰骑士|德克萨斯大学|2011年第1轮第4顺位|加拿大|513万美元|4年1744万美元，2011/12/10签，2015夏到期|3|0
10475|迪昂-韦特斯（Dion Waiters）|http://g.hupu.com/nba/players/dionwaiters-3641.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3641.jpg|1.93米/6尺4|SG（3号）|102公斤/225磅|1991-12-10|克利夫兰骑士|雪城大学|2012年第1轮第4顺位|美国|406万美元|4年1682万，2012/7/6签，2016夏到期，2015夏球队选项|2|0
10476|迈克-米勒（Mike Miller）|http://g.hupu.com/nba/players/mikemiller-16.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/16_276.png|2.03米/6尺8|G/F（18号）|99公斤/218磅|1980-02-19|克利夫兰骑士|佛罗里达大学|2000年第1轮第5顺位|美国|273万美元|两年558万，2015-16赛季球员选项，2016年夏天到期|16|9
10477|布兰登-海伍德（Brendan Haywood）|http://g.hupu.com/nba/players/brendanhaywood-130.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/130_375.jpg|2.13米/7尺0|C（33号）|119公斤/263磅|1979-11-27|克利夫兰骑士|北卡罗莱纳大学|2001年第1轮第20顺位|美国|221万美元|3年570万，2012/7/15签，2015夏到期|14|7
10478|詹姆斯-琼斯（James Jones）|http://g.hupu.com/nba/players/jamesjones-390.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/390_204.jpg|2.03米/6尺8|G/F（1号）|98公斤/215磅|1980-10-04|克利夫兰骑士|佛罗里达迈阿密大学|2003年第2轮第20顺位|美国|145万美元|一年145万，2015年夏天到期|11|9
10479|肖恩-马里昂（Shawn Marion）|http://g.hupu.com/nba/players/shawnmarion-182.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/182_763.jpg|2.01米/6尺7|F（31号）|103公斤/228磅|1978-05-07|克利夫兰骑士|内华达大学拉斯维加斯分校|1999年第1轮第9顺位|美国|145万美元|一年145万，2015年夏天到期|19|10
10480|路易斯-阿蒙德森（Louis Amundson）|http://g.hupu.com/nba/players/louisamundson-1286.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1286_758.jpg|2.06米/6尺9|PF（89号）|102公斤/225磅|1982-12-07|克利夫兰骑士|内华达大学拉斯维加斯分校||美国|131万美元|2年底薪，2014/4/10签，2015夏到期★无保障合同|15|3
10481|AJ-普莱斯（A.J. Price）|http://g.hupu.com/nba/players/ajprice-3328.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3328_812.png|1.88米/6尺2|PG（21号）|88公斤/195磅|1986-10-07|克利夫兰骑士|康涅狄格大学|2009年第2轮第22顺位|美国|88万美元|1年底薪，2013/10/1签，2014夏到期★无保障合同|5|2
10482|马修-戴拉维多瓦（Matthew Dellavedova）|http://g.hupu.com/nba/players/matthewdellavedova-4789.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4789.jpg|1.93米/6尺4|PG（8号）|86公斤/190磅|1990-09-08|克利夫兰骑士|加拿大圣玛丽大学||澳大利亚|81万美元|2年底薪，2013/8/7签，2015夏到期★无保障合同|1|0
